수능(정시 가군)실기우수자
실기/실적(일반전형(나군) - 스포츠과학부)
논술(일반전형)
학생부종합(영산선학대학교 인재 전형)
학생부종합(아리학생부종합Ⅱ)
수능(기초생활수급자·차상위계층·한부모가족지원대상자전형)
특성화고
학생부위주(교과)-목회자추천자
"실기[기회균형전형(국가보훈대상자, 농어촌학생, 기초생활수급자)]"
실기/실적(공연예술우수자전형 뮤지컬전공)
학생부종합(장애인학생전형)
학생부종합(SW융합전형)
학생부종합(PTU종합)
학생부교과(기회균형)
학생부교과(기독인재양성 특별전형)
학생부교과(아리학생부교과)
기타: 재외국민과 외국인(2%) 전형
수능(스포츠과학)
학생부종합(강원교육인재)
실기/실적(실기특별전형)
"수능(정시 지역인재1-간호,한의)"
수능(특성화고졸업자전형)
학생부교과(농어산촌인재특별전형)
학생부교과(인성우수자- 고른기회대상자)
수능(특수교육대상자(정시가군)전형)
재외국민 및 외국인(입학정원 2%이내 2
학생부종합-고른기회전형
학생부교과(농어촌학생전형-수시)
학생부교과(학교장추천자전형)
수능(정시일반전형)
실기/실적위주(실기교과전형)
학생부종합(호서인재전형)
학생부종합(배움나눔인재 전형)
실기/실적-특기자전형(체육교육과)
학생부종합(기회균등특별전형)
학생부종합(기초생활수급자등전형)
수능(실기)
기타(전교육과정이수자(정원외)(9월입학))
학생부종합Ⅲ(농어촌학생전형)
실기(특성화고졸업자)
실기/실적위주(외국어특기자전형)
수능위주(일반(수능중심))
학생부교과(기초생활수급권자 및 차상위계층)
수능(가군(일반-체육교육과))
수능(특성화고교 졸업자 특별전형)
수능(다군 지역인재저소득)
학생부교과(특수교육대상자등전형)
12년과정이수자(9월)
수능(군사학과전형)
학생부종합(기회균형 지역인재전형)
실기/실적(미술실기전형(정시나군))
실기/실적위주(예체능전형)
학생부교과(교회추천자전형)
학생부교과(기초생활수급자및차상위계층전형)
실기/실적(체육특기자(축구)전형)
학생부교과(대건안드레아)
학생부교과(강원인재전형)
실기/실적[실기우수자전형(체육)]
학생부교과(지역학생기회균형전형)
실기/실적(KU연기우수자)
학생부종합(ACE전형)
(재외국민)전교육과정이수자(3월)
학생부종합(KGU학생부종합전형)
수능(수능우수자전형)
학생부종합전형
군위탁생
학생부종합(학생부종합전형(서류형))
실기/실적(실기우수자-조형예술-인물소묘)
수능(지역경제배려대상자전형)
[학생부종합]취업자전형
학생부(국가보훈대상자특별전형)
수능(특성화고(동일계))
학생부종합전형(정시모집 기회균형특별전형_농어촌 학생)
수능(일반전형Ⅰ)
학생부교과(지역기회균형전형)
수능위주(일반학생)
학생부교과(지역인재 저소득층전형)
실기/실적(일반전형)음악
재외국민과 외국인 특별전형(2유형)(북한이탈주민)
수능(정시기회균형-농어촌학생전형)
학생부교과(기초생활수급자)
실기/실적(일반학생 전형)
농어촌전형
학생부종합(특수교육대상자(정원외))
학생부교과(사회적배려자전형)
실기/실적(재림교회목회자추천)
학생부교과(장애인 등 대상자전형)
학생부교과[지역인재전형]
"학생부교과(기초생활수급자및차상위계층,한부모가족전형)"
"수능(기회균형전형(기초생활수급자및차상위계층,한부모가족 지원대상자-실기))"
학생부종합(이웃사랑)
전교육과정 해외이수자(9월입학)
실기/실적(특성화고교졸업자전형)
"수능(기초생활수급자, 차상위계층, 한부모가족전형)"
학생부교과[일반학생전형]
기타(재외국민과 외국인_정원제한)
재외국민 및 외국인(2% 이내)
수능(농어촌학생)
전 교육과정이수자
학생부교과(지역혁신인재)
수능(기회균형전형_농어촌학생)(정원외)
[학생부종합]특성화고졸재직자전형
북한이탈주민(1차)
수능(농어촌전형)
학생부위주(교과)-(국가보훈대상자 특별전형)
학생부종합(기회균형전형(기회균등))
학생부종합(정시기회균형-특성화고졸재직자전형)
특기자
학생부교과(정시 다군)특성화고교등을졸업한재직자
실기/실적위주(일반학생)
학생부교과(지역인재특별전형)
실기/실적(미술실기전형)
학생부종합(만학도전형)
학생부교과(학생부교과I)
학생부위주(농어촌학생(정원외))
학생부교과(농어촌학생전형[교과])
수능(특성화고교졸업자전형)
학생부종합전형(수시모집 기회균형특별전형_사회통합)
기타(특성화고졸재직자전형)
실기/실적(미술특기자)
학생부교과(CHA학생부교과전형)
학생부종합(코람데오인재)
학생부교과(장애인전형)
재외국민
수능(가군 농어촌전형)
학생부종합(기회균형-장애인 등 대상자전형)
학생부교과(지역인재교과(저소득층)전형)
수능(정시 나군)미래인재
전교육과정 해외이수자(3월입학)
학생부종합(특성화고 등 고졸재직자전형)
재외국민과외국인특별전형(전교육과정)
학생부종합(아치해양인재전형Ⅱ)
학생부교과(특성화고등을졸업한재직자전형)
실기/실적(연기특기자)
수능위주-(특성화고교졸업자 특별전형)
전교육과정이수자(3월)
학생부종합[기회균형전형-국가보훈·농어촌·수급자·자립아동 등]
학생부종합(미래인재전형Ⅱ)
논술(교과논술전형)
수능(일반학생(정시나군-체육교육과)전형)
북한이탈주민(2차)
수능(일반전형 가군-계약학과)
실기/실적(일반전형(다군) - 음악)
학생부교과(서해5도 특별전형)
학생부위주(종합)
재외국민 외국인(전교육과정 해외 이수자(3월))
실기(체육특기자전형)
학생부위주(금강인재추천전형)
전교육과정 이수자(3월)(2차)
기타(전교육과정이수자(9월)-외국인전형)
학생부종합(특성화고교졸재직자전형)
정부위탁학생전형
일반전형
학생부종합(고른기회전형[특수교육대상자])
학생부교과(학생부우수자전형)
학생부종합(나비인재전형Ⅱ)
기회균등전형
학생부종합(창업인재전형)
초·중·고교전교육과정해외이수자(3월)
학생부종합(북한이탈주민 전형)
학생부교과(지역인재(저소득층)전형)
학생부교과(수도자)
재외국민과 외국인(재외국민과외국인전형)
학생부교과(지역인재전형[교과])
실기/실적위주(농·어촌학생전형)
재외국민특별전형(전교육과정이수자-3월입학)
학생부종합(평생학습자)
"학생부종합(기초생활수급자, 차상위계층, 한부모가족 지원대상자 특별전형)"
기타(재외국민전형 새터민)
학생부교과(교과중심전형)
학생부종합(기회균형전형(특성화고 등을 졸업한 재직자))
학생부종합(운곡인재)
12년 전 교육과정 해외이수자전형(3월)
학생부교과(교과+면접전형)
재외국민과외국인특별전형(2%이내)
학생부위주(교과)-기회균형Ⅰ(지역인재)전형
재외국민과 외국인전형(북한이탈주민)
학생부종합(기회균형전형_농어촌학생)(정원외)
학생부종합(서류)
실기/실적(기초생활및차상위특별전형)
실기/실적(체육특기자-스키/스노보드전형)
학생부교과(해람교과)
학생부교과(학생부우수자-고른기회대상자)
학생부종합(특성화고교졸업자 전형)
학생부종합(학교생활우수자)
학생부교과(일반교과전형)
학생부교과(기초생활수급자(정원외))
[실기/실적]특기자전형(육성)
학생부교과(기초생활수급자 및 차상위계층)
학생부교과(학생부교과전형2)
수능(가군(기초생활수급자및차상위계층))
학생부교과(일반학생전형Ⅱ)
학생부종합(국가보훈대상자전형)
학생부교과(목회자추천자)
실기/실적(예능우수자)
실기/실적위주(체육특기자전형)
학생부교과(크리스찬리더특별전형)
수능(가군 지역인재기회균형대상자전형)
학생부종합-사이버국방전형
재외국민(일반)
실기/실적(예체능실기전형)
학생부종합-계열적합전형
[실기/실적]특기자전형(생활)
재외국민과 외국인(전 교육과정 해외이수 재외국민 및 외국인)
실기(나군 예체능)
학생부교과(특성화고교졸업자)
학생부교과(특성화고졸업자)
학생부교과(일반학생전형)
수능(서해5도 특별전형)
학생부종합(나군 평생학습자전형)
학생부종합(큰사람 전형)
학생부교과(체육특기자전형)
수능(특성화고교전형)
기타(북한이탈주민)
학생부종합(가군 평생학습자전형)
수능(목회자추천자)
학생부종합(다문화가정자녀)
학생부종합(sw우수인재전형)
학생부교과(학생부우수자)
학생부종합[강원인재(한마음) 전형]
기타(전교육과정이수자(3월)-외국인전형)
학생부교과(학교장추천인재)
학생부종합(지역인재Ⅳ전형)
특성화고 등을 졸업한 재직자
수능(정시 나군)
수능(가군-스포츠과학부)
"수능(기초생활수급자, 차상위계층, 한부모가족지원대상자 전형)"
학생부교과(기회균형선발전형1)
수능위주-(기초생활수급자 및 차상위계층 특별전형)
학생부교과(평생학습자전형)
수능위주전형(정시모집 지역균형전형)
학생부종합(EU미래인재)
학생부종합(서해5도출신자전형)
실기/실적(디자인예술학부 실기전형)
재외국민특별전형(북한이탈주민)
학생부교과(지역균형)
학생부종합(지역인재종합전형)
수능위주-(일반학생 전형)
"수능(일반학생(정시가군-인문계, 자연계)전형)"
12년 과정 이수자(3월)-외국인
학생부교과(재직자전형)
실기/실적위주(체육특기자)
논술(논술우수자-의예과)
"실기/실적(체육특기자전형)(배드민턴,레슬링,태권도)"
학생부교과(일반계고교과전형)
실기/실적(경기실적우수자전형)
학생부교과(기회균형선발전형)
수능(다군 농어촌전형)
수능(기초생활 및 차상회)
수능(농·어촌학생 특별전형)
수능(일반학생 전형(예체능))
수능(특수교육인재특별전형)
학생부종합(사회다양성전형)
수능(고른기회전형[농어촌학생])
수능-농어촌전형
실기위주(음악실기전형)
"학생부교과(기초생활,차상위,한부모전형)"
학생부교과[사회배려대상자전형]
학생부종합(기회균형전형(국가보훈대상자))
학생부교과(유원면접전형)
"학생부종합(기초생활수급자, 차상위계층, 한부모가족 지원대상자전형)"
수능(고른기회지역전형)
전문대학 이상 졸업자(8호)
실기/실적(일반(정시))
재외국민과 외국인(2% 이내)
학생부교과(특성화고출신실무인재특별전형)
학생부교과(특성화고교전형)
학생부교과(리더십전형)
전교육과정해외이수자전형(전기)
학생부교과(특성화고졸재직자전형)
학생부종합(창의인재)
학생부종합(특성화고교출신자(정시가군)전형)
학생부교과(기회균형Ⅰ)
학생부교과(기초생활수급자/차상위계층/한부모가족전형)
학생부종합(성인학습자(정원외)전형)
재외국민과 외국인전형(전교육과정이수자)
수능(기회균형Ⅱ)
수능(농어촌학생)-다군
학생부종합(사회적배려대상자전형Ⅱ)
재외국민과 외국인 특별전형(1유형)
수능(정시실기형전형)
학생부종합(기회균형Ⅱ)
실기/실적(실기형전형)
수능(기초생활및차상위)_정시이월
학생부교과(성인학습자등전형)
재외국민특별전형(해외에서 전 교육과정 이수자)
학생부교과(지역기회균형)
학생부교과(국가보훈대상자 특별전형)
학생부종합(고른기회1전형)
수능(특성화고등 졸업재직자)
학생부교과(특성화고특별전형)
수능(정시 가군)특성화고교인재
학생부교과(기초생활및차상위특별전형)
수능(CS인재)
실기/실적[실기전형]
학생부종합(학생부종합전형II)
수능(기회균형Ⅱ(정원외))
기타
수능(농어촌전형(정원외))
학생부종합(특성화고교)
수능(예체능실기전형)
외국인 특례 신입학 전형
학생부교과(특수교육인재특별전형)
학생부종합(지역인재기회균형대상자전형)
학생부종합(기초생활수급자및차상위계층자전형)
학생부종합(서해5도)
12년과정이수자(3월)
학생부교과(추천제전형)
실기/실적(특수교육대상자)
학생부교과(글로벌인재)
계약학과(재교육형)
학생부교과(KU지역균형)
학생부교과(농어촌학생)
실기/실적(기회균등할당제)
실기/실적(재능우수자-체육일반)
학생부종합(기회균형전형Ⅱ)
[학생부교과]기회균형전형Ⅰ(일반)
학생부위주(교과)-면접전형
학생부종합(만학도특별전형)
학생부교과(특성화고전형)
수능(다군 일반)
실기/실적(고른기회 에이블아트·스포츠 전형)
학생부종합(특성화고졸업자전형)
학생부교과(저소득층학생전형)
학생부교과(선교사자녀및사회배려자)
수능[일반학생전형]
"수능(기초생활수급자, 차상위계층, 한부모가족지원대상자)"
만학도전형
학생부교과(지역인재교과우수자(기초생활)전형)
수능(기회균형전형(특성화고교졸업자-실기))
학생부종합(기회균형)
학생부교과(한마인재면접전형)
학생부종합(Do Dream(소프트웨어))
북한이탈주민
대학자체기준
학생부종합(교직적·인성인재)
학생부교과(우송인재전형)
수능(기초생활수급자ㆍ차상위계층전형)
기타(전교육과정이수자전형)
실기/실적(공연예술우수자전형 실용음악전공)
학생부종합(광주인재전형)
수능(기회균형전형)
재외국민과 외국인
학생부교과(특성화고교등을졸업한재직자)
학생부종합(아치해양인재전형Ⅰ)
수능[사회적배려자전형]
학생부교과(장애인등 대상자전형)
학생부교과(지역균형인재전형)
기타(전교육과정이수자(정원외)(3월입학))
학생부종합(특성화고졸재직자 정원 내)
수능(가군 특수교육대상자)
학생부교과(장애인특별전형)
학생부교과(특성화고교졸업자전형(정원외))
실기/실적(특기자전형-체육)
수능(일반전형(학석사))
실기/실적(농어촌학생전형)
학생부종합(SW/ICT인재)
학생부교과(장애인등대상자 특별전형)
재외국민과외국인(2%이내)
학생부위주(기초생활수급권자 및 차상위계층자(정원외))
학생부교과(만학도전형-정시)
학생부종합(특성화고교졸 재직자 특별전형)-정원외
실기/실적(실기전형(다군))
학생부교과(지역인재 기초생활수급자등대상자전형)
"수능(기초생활수급자 및 차상위계층, 한부모가족지원대상자전형)"
학생부종합(교직적성전형)
전교육과정이수자(9월)
학생부종합(열린인재)
수능(사회배려(정시나군-약학부)전형)
학생부교과(특성화고교출신자전형-정시)
실기/실적위주-(체육우수자 특별전형)[학생부30% 입상실적70%]
실기/실적[체육특기자전형]
실기/실적(사회적배려대상자 특별전형)
학생부교과(일반전형Ⅰ)
전교육과정 이수 재외국민
수능(신학특별)
수능(다군 기회균등전형)
[수능위주]농어촌학생전형
북한이탈자주민전형
수능위주(기회균형전형)
학생부종합(농어촌전형)
학생부종합(특수교육대상자전형)
수능위주(기회균형선발전형)
학생부교과(학생부 면접우수자)
학생부교과(사회공헌자전형)
수능(기초생활수급자및차상위계층자전형)
기타(재외국민전형)
학생부종합(특성화고졸재직자)_정시이월
수능(저소득)
수능(특성화고)
수능(나군 일반학생전형)
수능위주-지역인재전형
12년 전교육과정 이수자
학생부교과(일반학생(정원내)전형)
수능[정시{나군-기회균형전형-기초생활수급자·차상위계층·한부모가족지원대상자(정원외)}]
학생부교과(미래인재전형)
학생부종합(특성화고등을졸업한재직자전형-정원내)
학생부교과(교과일반전형)
학생부교과(야간전형)
학생부종합(종합일반전형)
학생부교과(인성우수자-일반전형)
실기/실적(일반 교회음악학과)
수능(가군 기회균등전형)
실기/실적(예체능인재(체육))
학생부종합(SW우수인재전형)
학생부교과(교과성적우수자전형)
학생부종합(군위탁전형)
수능위주(일반학생 전형)
학생부교과(학교생활우수자(항공서비스))
특성화고 등을 졸업한 재직자(다목)
학생부종합(명지인재면접전형)
학생부종합(계약학과 채용조건형)
실기/실적(체육실기우수자전형)
학생부교과(일반학생전형[면접])
학생부교과(국토안보교과전형)
실기/실적(연극영화-연기)
학생부교과(만학도 특별전형)
재외국민과외국인특별전형(정원외):재외국민과 외국인(2% 이내)
학생부종합(자기추천특별전형)
실기/실적(특기자전형-문학)
수능-특수교육전형
학생부종합(다문화가정전형)
실기/실적(평생학습자전형Ⅰ)
학생부교과(가군(특성화고등을졸업한재직자(정원내)))
전교육과정이수 외국인(3월) 특별전형
12년 과정 이수자
학생부교과(지역인재전형[기초])
학생부교과(특성화고교출신자(정원내))
학생부종합(학생부종합Ⅱ전형)
수능(교육기회배려자)
실기/실적-특기자전형(사이버국방학과)
학생부교과(농·어촌학생전형)
수능(만학도전형)
학생부종합Ⅰ[일반(200)]
학생부종합(학생부전형)
전교육과정이수자전형
수능(장애인 등 대상자전형)
[실기/실적]실기전형
실기위주
재외국민 특별전형(정원외2%)
학생부위주(교과)-특성화고교졸업자전형
수능(농·어촌학생(정원외))
수능(기초생활수급자)
수능(수능전형)
수능위주(농어촌학생특별전형)
수능(농어촌학생 특별전형)
학생부교과(목회자추천전형)
학생부종합(크리스천리더전형)
재외국민과외국인특별전형(정원외):12년 과정 이수자(3월)
수능(교육기회대상자)
학생부종합(지역인재 기초생활수급자 및 차상위계층 특별전형)
학생부교과(지역학생)
수능(기회균형전형(특성화고교졸업자))
학생부위주(교사추천전형)
학생부종합(일반학생)
수능(일반전형3)
해외전교육과정이수자(3월)
전 교육과정 이수자 전형(3월 입학)
학생부교과(다문화가정전형)
수능위주-목회자추천자
학생부교과(메타휴먼전형)
수능(지역인재-기초생활수급자및차상위계층전형)
학생부종합(서류면접전형)
전 교육과정 해외이수자 특별전형(후기)
학생부교과(PTU고른기회Ⅰ)
실기(북한이탈자전형(실기))
서해5도
실기위주(체육특기자전형)
학생부교과(지역인재전형(교과))
논술[논술우수자(미래인재) 전형]
학생부교과(기회균형전형)(정원외)
실기/실적위주-기회균형Ⅱ전형
학생부종합(바롬인재서류전형)
수능[정시(나군-실기위주전형)]
학생부교과(농어촌인재)
수능(나군 농어촌학생전형)
학생부교과(농어촌고교출신자전형)
학생부교과(저소득-지역인재전형)
학생부교과(지역인재교과전형)
실기/실적(예체능 특기자)
실기/실적(정시 가군)실기우수자
재외국민과외국인특별전형(정원외):북한이탈주민
기타(재외국민및외국인)
기타(12년 전 교육과정 이수자)
학생부종합(학교생활우수인재)
실기/실적(체육특기자-볼링전형)
순수외국인(12년과정 이수자(9월))
학생부종합(기회균형전형_특성화고교졸업자)(정원외)
학생부종합(기회균형 특성화고졸재직자전형)
수능위주(기초생활수급권자 및 차상위계층자(정원외))
기타(전기 외국인특별전형 전교육과정 이수 외국인)
논술(논술)
실기/실적(일반전형(나군) - 미술)
학생부교과(교역자추천자)
수능(고른기회전형[연세한마음학생])
학생부교과(일반계고면접전형)
기타(정원 2%이내 재외국민 및 외국인)
학생부종합(SW인재)
학생부종합(사회기여자전형)
학생부교과(성인학습자)
학생부종합(지역인재Ⅱ전형)
